Date,Region,Subregion,Category,EventCount
2025-03-13,North,N1,Quality,1
2025-03-13,North,N2,Property,2
2025-03-13,North,N2,Service,1
2025-03-13,North,N2,Safety,1
2025-03-13,North,N2,Other,1
2025-03-13,North,N3,Service,1
2025-03-13,North,N3,Other,1
2025-03-13,Central,C1,Service,1
2025-03-13,Central,C2,Property,1
2025-03-13,Central,C2,Service,2
2025-03-13,Central,C2,Safety,1
2025-03-13,Central,C2,Other,1
2025-03-13,Central,C3,Property,2
2025-03-13,Central,C3,Quality,1
2025-03-13,East,E1,Property,1
2025-03-13,East,E1,Service,1
2025-03-13,East,E3,Property,2
2025-03-13,East,E3,Quality,1
2025-03-13,West,W1,Property,3
2025-03-13,West,W1,Safety,1
2025-03-13,West,W3,Property,1
2025-03-13,West,W3,Service,1
2025-03-13,West,W3,Safety,1
2025-03-13,West,W3,Quality,1
2025-03-14,North,N1,Property,2
2025-03-14,North,N1,Service,3
2025-03-14,North,N1,Safety,2
2025-03-14,North,N2,Property,1
2025-03-14,North,N2,Quality,1
2025-03-14,North,N2,Other,1
2025-03-14,North,N3,Property,2
2025-03-14,North,N3,Service,1
2025-03-14,North,N3,Safety,1
2025-03-14,North,N3,Quality,1
2025-03-14,Central,C1,Property,1
2025-03-14,Central,C2,Property,1
2025-03-14,Central,C2,Service,2
2025-03-14,Central,C2,Quality,1
2025-03-14,Central,C3,Property,2
2025-03-14,Central,C3,Safety,1
2025-03-14,Central,C3,Other,1
2025-03-14,East,E1,Safety,1
2025-03-14,East,E2,Service,1
2025-03-14,East,E3,Service,2
2025-03-14,West,W1,Property,1
2025-03-14,West,W1,Service,2
2025-03-14,West,W1,Safety,1
2025-03-14,West,W1,Other,1
2025-03-14,West,W2,Property,1
2025-03-14,West,W2,Safety,1
2025-03-14,West,W2,Quality,1
2025-03-14,West,W3,Service,1
2025-03-14,West,W3,Safety,1
2025-03-15,North,N1,Service,1
2025-03-15,North,N1,Safety,1
2025-03-15,North,N2,Property,2
2025-03-15,North,N2,Service,1
2025-03-15,North,N3,Property,4
2025-03-15,North,N3,Service,1
2025-03-15,Central,C1,Property,3
2025-03-15,Central,C1,Service,1
2025-03-15,Central,C1,Safety,2
2025-03-15,Central,C3,Service,1
2025-03-15,Central,C3,Safety,1
2025-03-15,East,E1,Property,1
2025-03-15,East,E1,Quality,1
2025-03-15,East,E2,Property,1
2025-03-15,East,E2,Safety,1
2025-03-15,East,E3,Service,2
2025-03-15,East,E3,Quality,1
2025-03-15,West,W1,Property,2
2025-03-15,West,W1,Quality,1
2025-03-15,West,W2,Service,1
2025-03-15,West,W3,Safety,1
2025-03-15,West,W3,Other,1
2025-03-16,North,N1,Property,1
2025-03-16,North,N1,Safety,2
2025-03-16,North,N2,Property,1
2025-03-16,North,N2,Service,1
2025-03-16,North,N2,Safety,2
2025-03-16,North,N2,Other,1
2025-03-16,North,N3,Quality,1
2025-03-16,Central,C1,Property,1
2025-03-16,Central,C1,Safety,2
2025-03-16,Central,C1,Quality,1
2025-03-16,Central,C2,Property,3
2025-03-16,Central,C2,Quality,2
2025-03-16,Central,C3,Safety,1
2025-03-16,East,E1,Property,1
2025-03-16,East,E2,Property,1
2025-03-16,East,E2,Safety,1
2025-03-16,East,E3,Property,3
2025-03-16,West,W2,Property,1
2025-03-16,West,W2,Service,1
2025-03-16,West,W2,Safety,2
2025-03-16,West,W2,Quality,1
2025-03-16,West,W3,Property,1
2025-03-16,West,W3,Service,1
2025-03-17,North,N1,Service,1
2025-03-17,North,N1,Quality,1
2025-03-17,North,N2,Property,2
2025-03-17,North,N2,Safety,2
2025-03-17,North,N3,Property,2
2025-03-17,North,N3,Safety,1
2025-03-17,North,N3,Other,1
2025-03-17,Central,C1,Service,1
2025-03-17,Central,C1,Safety,1
2025-03-17,Central,C2,Property,1
2025-03-17,Central,C2,Service,1
2025-03-17,Central,C2,Quality,1
2025-03-17,Central,C3,Property,1
2025-03-17,Central,C3,Service,2
2025-03-17,Central,C3,Other,1
2025-03-17,East,E1,Property,1
2025-03-17,East,E1,Service,1
2025-03-17,East,E2,Property,1
2025-03-17,East,E2,Safety,2
2025-03-17,East,E2,Quality,1
2025-03-17,East,E2,Other,1
2025-03-17,West,W1,Property,1
2025-03-17,West,W1,Safety,2
2025-03-17,West,W2,Property,1
2025-03-17,West,W2,Safety,1
2025-03-17,West,W2,Quality,1
2025-03-17,West,W3,Service,1
2025-03-18,North,N1,Property,5
2025-03-18,North,N1,Service,1
2025-03-18,North,N2,Property,2
2025-03-18,North,N2,Service,1
2025-03-18,North,N3,Other,1
2025-03-18,Central,C1,Service,1
2025-03-18,Central,C2,Property,1
2025-03-18,Central,C2,Service,1
2025-03-18,Central,C3,Safety,1
2025-03-18,East,E1,Service,3
2025-03-18,East,E2,Property,1
2025-03-18,East,E3,Property,1
2025-03-18,East,E3,Service,2
2025-03-18,East,E3,Quality,1
2025-03-18,West,W1,Property,2
2025-03-18,West,W1,Service,1
2025-03-18,West,W1,Safety,1
2025-03-18,West,W2,Property,2
2025-03-18,West,W2,Service,1
2025-03-18,West,W2,Quality,1
2025-03-18,West,W3,Property,1
2025-03-18,West,W3,Quality,1
2025-03-18,West,W3,Other,1
2025-03-19,North,N1,Property,1
2025-03-19,North,N1,Service,1
2025-03-19,North,N1,Safety,2
2025-03-19,North,N2,Property,1
2025-03-19,North,N2,Service,1
2025-03-19,North,N2,Quality,1
2025-03-19,North,N3,Property,2
2025-03-19,North,N3,Service,1
2025-03-19,North,N3,Safety,1
2025-03-19,Central,C1,Property,1
2025-03-19,Central,C1,Service,1
2025-03-19,Central,C2,Service,1
2025-03-19,Central,C3,Property,1
2025-03-19,Central,C3,Safety,2
2025-03-19,Central,C3,Quality,1
2025-03-19,Central,C3,Other,1
2025-03-19,East,E1,Property,2
2025-03-19,East,E1,Service,1
2025-03-19,East,E1,Safety,1
2025-03-19,East,E2,Quality,1
2025-03-19,East,E2,Other,1
2025-03-19,East,E3,Property,1
2025-03-19,East,E3,Service,2
2025-03-19,East,E3,Safety,1
2025-03-19,East,E3,Other,1
2025-03-19,West,W1,Property,1
2025-03-19,West,W1,Other,1
2025-03-19,West,W2,Property,1
2025-03-19,West,W2,Service,1
2025-03-19,West,W3,Property,2
2025-03-20,North,N1,Service,2
2025-03-20,North,N2,Service,1
2025-03-20,North,N2,Safety,3
2025-03-20,North,N3,Service,2
2025-03-20,Central,C1,Property,1
2025-03-20,Central,C2,Property,1
2025-03-20,Central,C2,Service,1
2025-03-20,Central,C3,Safety,3
2025-03-20,Central,C3,Quality,1
2025-03-20,East,E1,Safety,1
2025-03-20,East,E1,Other,1
2025-03-20,East,E2,Property,4
2025-03-20,East,E2,Service,1
2025-03-20,East,E2,Safety,1
2025-03-20,East,E3,Property,1
2025-03-20,East,E3,Service,2
2025-03-20,West,W3,Safety,1
2025-03-21,North,N1,Property,2
2025-03-21,North,N1,Service,1
2025-03-21,North,N1,Safety,1
2025-03-21,North,N1,Other,2
2025-03-21,North,N2,Property,1
2025-03-21,North,N2,Safety,1
2025-03-21,North,N3,Quality,1
2025-03-21,Central,C1,Property,1
2025-03-21,Central,C1,Safety,2
2025-03-21,Central,C1,Quality,2
2025-03-21,Central,C1,Other,1
2025-03-21,Central,C2,Property,1
2025-03-21,Central,C2,Service,2
2025-03-21,Central,C2,Safety,2
2025-03-21,Central,C2,Quality,1
2025-03-21,Central,C3,Property,1
2025-03-21,Central,C3,Service,1
2025-03-21,Central,C3,Safety,1
2025-03-21,Central,C3,Quality,1
2025-03-21,East,E1,Quality,1
2025-03-21,East,E2,Safety,2
2025-03-21,East,E3,Property,1
2025-03-21,West,W1,Service,1
2025-03-21,West,W2,Property,2
2025-03-21,West,W2,Service,2
2025-03-21,West,W3,Property,2
2025-03-22,North,N1,Property,1
2025-03-22,North,N1,Service,1
2025-03-22,North,N1,Safety,1
2025-03-22,North,N1,Quality,1
2025-03-22,North,N3,Property,1
2025-03-22,North,N3,Other,1
2025-03-22,Central,C1,Other,1
2025-03-22,Central,C2,Property,1
2025-03-22,Central,C2,Service,1
2025-03-22,Central,C2,Quality,1
2025-03-22,Central,C3,Property,2
2025-03-22,Central,C3,Service,1
2025-03-22,Central,C3,Safety,1
2025-03-22,Central,C3,Quality,1
2025-03-22,East,E1,Safety,2
2025-03-22,East,E1,Quality,2
2025-03-22,East,E2,Property,1
2025-03-22,East,E2,Safety,1
2025-03-22,East,E2,Other,2
2025-03-22,East,E3,Service,1
2025-03-22,West,W1,Property,2
2025-03-22,West,W1,Quality,2
2025-03-22,West,W2,Property,1
2025-03-22,West,W2,Quality,1
2025-03-22,West,W3,Property,2
2025-03-22,West,W3,Service,2
2025-03-22,West,W3,Safety,1
2025-03-23,North,N1,Property,1
2025-03-23,North,N1,Service,1
2025-03-23,North,N2,Service,1
2025-03-23,North,N2,Quality,2
2025-03-23,North,N3,Quality,2
2025-03-23,North,N3,Other,1
2025-03-23,Central,C1,Quality,1
2025-03-23,Central,C2,Service,2
2025-03-23,Central,C2,Quality,1
2025-03-23,Central,C3,Property,1
2025-03-23,Central,C3,Safety,1
2025-03-23,East,E1,Quality,1
2025-03-23,East,E2,Service,1
2025-03-23,East,E3,Property,3
2025-03-23,East,E3,Quality,2
2025-03-23,West,W1,Property,1
2025-03-23,West,W1,Service,1
2025-03-23,West,W1,Other,1
2025-03-23,West,W2,Quality,1
2025-03-23,West,W3,Property,1
2025-03-24,North,N1,Safety,3
2025-03-24,North,N1,Other,2
2025-03-24,North,N3,Property,2
2025-03-24,North,N3,Safety,2
2025-03-24,Central,C1,Property,1
2025-03-24,Central,C1,Service,1
2025-03-24,Central,C2,Service,1
2025-03-24,Central,C2,Quality,1
2025-03-24,Central,C3,Property,3
2025-03-24,East,E1,Safety,3
2025-03-24,East,E2,Property,1
2025-03-24,East,E3,Safety,1
2025-03-24,West,W1,Property,1
2025-03-24,West,W1,Service,1
2025-03-24,West,W1,Other,2
2025-03-24,West,W2,Safety,1
2025-03-24,West,W2,Other,1
2025-03-25,North,N1,Service,1
2025-03-25,North,N1,Safety,1
2025-03-25,North,N1,Quality,1
2025-03-25,North,N1,Other,1
2025-03-25,North,N2,Quality,3
2025-03-25,North,N2,Other,1
2025-03-25,North,N3,Safety,1
2025-03-25,North,N3,Other,1
2025-03-25,Central,C1,Property,1
2025-03-25,Central,C1,Service,3
2025-03-25,Central,C1,Safety,1
2025-03-25,Central,C2,Property,2
2025-03-25,Central,C2,Service,2
2025-03-25,Central,C3,Property,1
2025-03-25,Central,C3,Quality,1
2025-03-25,East,E2,Service,1
2025-03-25,East,E2,Safety,1
2025-03-25,East,E2,Other,1
2025-03-25,East,E3,Property,2
2025-03-25,West,W1,Service,2
2025-03-25,West,W1,Other,1
2025-03-25,West,W2,Service,3
2025-03-25,West,W3,Property,1
2025-03-25,West,W3,Service,1
2025-03-25,West,W3,Safety,2
2025-03-26,North,N1,Service,2
2025-03-26,North,N2,Property,1
2025-03-26,North,N2,Service,1
2025-03-26,North,N2,Other,1
2025-03-26,North,N3,Property,1
2025-03-26,North,N3,Service,3
2025-03-26,North,N3,Safety,1
2025-03-26,North,N3,Quality,1
2025-03-26,Central,C1,Property,3
2025-03-26,Central,C1,Service,3
2025-03-26,Central,C1,Quality,2
2025-03-26,Central,C2,Property,1
2025-03-26,Central,C2,Service,1
2025-03-26,Central,C2,Safety,1
2025-03-26,Central,C2,Quality,1
2025-03-26,Central,C2,Other,1
2025-03-26,Central,C3,Quality,2
2025-03-26,Central,C3,Other,1
2025-03-26,East,E1,Property,2
2025-03-26,East,E1,Other,1
2025-03-26,East,E2,Safety,1
2025-03-26,East,E2,Quality,1
2025-03-26,East,E3,Quality,1
2025-03-26,West,W1,Property,1
2025-03-26,West,W1,Safety,1
2025-03-26,West,W1,Quality,1
2025-03-26,West,W2,Service,3
2025-03-26,West,W2,Quality,1
2025-03-26,West,W3,Property,2
2025-03-26,West,W3,Service,1
2025-03-27,North,N1,Property,5
2025-03-27,North,N1,Service,1
2025-03-27,North,N1,Safety,1
2025-03-27,North,N1,Quality,1
2025-03-27,North,N3,Property,1
2025-03-27,North,N3,Service,1
2025-03-27,North,N3,Safety,1
2025-03-27,Central,C1,Property,1
2025-03-27,Central,C1,Service,1
2025-03-27,Central,C2,Property,1
2025-03-27,Central,C3,Property,2
2025-03-27,Central,C3,Quality,1
2025-03-27,East,E1,Property,1
2025-03-27,East,E2,Property,1
2025-03-27,East,E2,Quality,1
2025-03-27,West,W1,Property,3
2025-03-27,West,W1,Safety,1
2025-03-27,West,W1,Quality,2
2025-03-27,West,W1,Other,2
2025-03-27,West,W2,Property,1
2025-03-27,West,W3,Property,1
2025-03-27,West,W3,Safety,1
2025-03-27,West,W3,Quality,1
2025-03-27,West,W3,Other,1
2025-03-28,North,N1,Quality,2
2025-03-28,North,N2,Property,1
2025-03-28,North,N2,Service,2
2025-03-28,North,N3,Property,3
2025-03-28,North,N3,Safety,1
2025-03-28,Central,C1,Property,2
2025-03-28,Central,C1,Service,1
2025-03-28,Central,C1,Other,1
2025-03-28,Central,C2,Property,1
2025-03-28,Central,C2,Service,2
2025-03-28,Central,C2,Safety,1
2025-03-28,Central,C3,Property,1
2025-03-28,Central,C3,Service,1
2025-03-28,Central,C3,Safety,1
2025-03-28,Central,C3,Quality,1
2025-03-28,East,E1,Property,1
2025-03-28,East,E1,Safety,1
2025-03-28,East,E1,Quality,1
2025-03-28,East,E1,Other,1
2025-03-28,East,E2,Property,2
2025-03-28,East,E2,Service,1
2025-03-28,East,E3,Property,1
2025-03-28,East,E3,Service,1
2025-03-28,West,W2,Property,1
2025-03-28,West,W2,Other,1
2025-03-28,West,W3,Service,2
2025-03-29,North,N1,Property,1
2025-03-29,North,N3,Service,1
2025-03-29,North,N3,Safety,2
2025-03-29,Central,C1,Property,1
2025-03-29,Central,C1,Other,1
2025-03-29,Central,C2,Property,2
2025-03-29,Central,C2,Quality,1
2025-03-29,Central,C3,Property,1
2025-03-29,Central,C3,Safety,2
2025-03-29,Central,C3,Quality,1
2025-03-29,East,E1,Property,1
2025-03-29,East,E1,Safety,1
2025-03-29,East,E1,Other,3
2025-03-29,East,E2,Service,1
2025-03-29,East,E2,Safety,1
2025-03-29,East,E2,Quality,1
2025-03-29,East,E2,Other,1
2025-03-29,East,E3,Quality,1
2025-03-29,West,W1,Safety,1
2025-03-29,West,W2,Service,1
2025-03-29,West,W2,Quality,1
2025-03-29,West,W3,Service,1
2025-03-29,West,W3,Quality,1
2025-03-30,North,N1,Property,1
2025-03-30,North,N1,Service,2
2025-03-30,North,N1,Other,1
2025-03-30,North,N2,Service,1
2025-03-30,North,N2,Quality,1
2025-03-30,North,N2,Other,1
2025-03-30,North,N3,Service,1
2025-03-30,North,N3,Other,1
2025-03-30,Central,C1,Property,3
2025-03-30,Central,C1,Safety,4
2025-03-30,Central,C1,Quality,2
2025-03-30,Central,C1,Other,1
2025-03-30,Central,C2,Property,1
2025-03-30,Central,C2,Service,1
2025-03-30,Central,C3,Service,2
2025-03-30,Central,C3,Other,1
2025-03-30,East,E1,Property,1
2025-03-30,East,E1,Service,1
2025-03-30,East,E1,Safety,2
2025-03-30,East,E2,Service,1
2025-03-30,East,E3,Service,1
2025-03-30,West,W1,Property,2
2025-03-30,West,W1,Service,1
2025-03-30,West,W2,Property,1
2025-03-30,West,W2,Quality,1
2025-03-30,West,W3,Property,1
2025-03-30,West,W3,Service,1
2025-03-30,West,W3,Safety,2
2025-03-30,West,W3,Quality,1
2025-03-31,North,N1,Property,3
2025-03-31,North,N1,Service,1
2025-03-31,North,N1,Safety,2
2025-03-31,North,N2,Property,2
2025-03-31,North,N2,Other,1
2025-03-31,North,N3,Property,1
2025-03-31,North,N3,Safety,1
2025-03-31,Central,C1,Property,2
2025-03-31,Central,C1,Service,1
2025-03-31,Central,C1,Safety,1
2025-03-31,Central,C1,Quality,2
2025-03-31,Central,C2,Other,1
2025-03-31,Central,C3,Property,1
2025-03-31,Central,C3,Service,1
2025-03-31,Central,C3,Safety,1
2025-03-31,Central,C3,Other,1
2025-03-31,East,E1,Property,1
2025-03-31,East,E1,Safety,1
2025-03-31,East,E2,Service,2
2025-03-31,East,E2,Safety,1
2025-03-31,East,E3,Property,1
2025-03-31,East,E3,Service,1
2025-03-31,East,E3,Quality,1
2025-03-31,West,W1,Property,1
2025-03-31,West,W1,Safety,1
2025-03-31,West,W1,Quality,1
2025-03-31,West,W2,Quality,1
2025-04-01,North,N1,Safety,1
2025-04-01,North,N2,Property,2
2025-04-01,North,N2,Service,2
2025-04-01,North,N3,Property,1
2025-04-01,North,N3,Quality,1
2025-04-01,North,N3,Other,1
2025-04-01,Central,C1,Service,2
2025-04-01,Central,C1,Safety,1
2025-04-01,Central,C1,Quality,1
2025-04-01,Central,C2,Property,1
2025-04-01,Central,C2,Safety,1
2025-04-01,Central,C3,Property,1
2025-04-01,Central,C3,Safety,1
2025-04-01,Central,C3,Quality,1
2025-04-01,East,E1,Property,2
2025-04-01,East,E1,Service,1
2025-04-01,East,E2,Property,1
2025-04-01,East,E2,Service,1
2025-04-01,East,E3,Property,2
2025-04-01,East,E3,Service,2
2025-04-01,East,E3,Other,1
2025-04-01,West,W1,Service,1
2025-04-01,West,W1,Safety,1
2025-04-01,West,W1,Quality,1
2025-04-01,West,W2,Property,1
2025-04-01,West,W2,Service,2
2025-04-01,West,W2,Quality,1
2025-04-01,West,W2,Other,1
2025-04-01,West,W3,Property,1
2025-04-01,West,W3,Service,1
2025-04-01,West,W3,Quality,2
2025-04-01,West,W3,Other,1
2025-04-02,North,N2,Service,2
2025-04-02,North,N2,Quality,1
2025-04-02,North,N2,Other,1
2025-04-02,North,N3,Safety,2
2025-04-02,North,N3,Quality,2
2025-04-02,North,N3,Other,1
2025-04-02,Central,C1,Property,1
2025-04-02,Central,C1,Service,2
2025-04-02,Central,C1,Other,1
2025-04-02,Central,C2,Safety,1
2025-04-02,Central,C3,Safety,1
2025-04-02,Central,C3,Other,2
2025-04-02,East,E1,Service,1
2025-04-02,East,E1,Safety,1
2025-04-02,East,E2,Property,1
2025-04-02,East,E2,Quality,1
2025-04-02,East,E3,Property,1
2025-04-02,East,E3,Service,2
2025-04-02,West,W1,Property,2
2025-04-02,West,W2,Service,2
2025-04-02,West,W2,Safety,1
2025-04-02,West,W2,Quality,1
2025-04-02,West,W3,Property,1
2025-04-02,West,W3,Service,1
2025-04-02,West,W3,Safety,1
2025-04-03,North,N1,Property,1
2025-04-03,North,N1,Service,1
2025-04-03,North,N1,Quality,1
2025-04-03,North,N2,Quality,3
2025-04-03,North,N3,Property,2
2025-04-03,North,N3,Service,1
2025-04-03,North,N3,Quality,1
2025-04-03,Central,C1,Property,2
2025-04-03,Central,C1,Service,1
2025-04-03,Central,C2,Safety,1
2025-04-03,Central,C2,Quality,1
2025-04-03,Central,C3,Property,1
2025-04-03,Central,C3,Service,1
2025-04-03,East,E1,Property,2
2025-04-03,East,E1,Safety,1
2025-04-03,East,E2,Quality,2
2025-04-03,East,E3,Service,1
2025-04-03,East,E3,Safety,2
2025-04-03,East,E3,Quality,1
2025-04-03,West,W1,Property,1
2025-04-03,West,W1,Service,1
2025-04-03,West,W1,Quality,2
2025-04-03,West,W2,Safety,1
2025-04-03,West,W2,Quality,1
2025-04-03,West,W3,Property,1
2025-04-03,West,W3,Service,1
2025-04-03,West,W3,Other,1
2025-04-04,North,N1,Property,2
2025-04-04,North,N1,Service,2
2025-04-04,North,N1,Safety,1
2025-04-04,North,N2,Property,1
2025-04-04,North,N2,Safety,1
2025-04-04,North,N2,Quality,2
2025-04-04,North,N3,Property,1
2025-04-04,North,N3,Safety,2
2025-04-04,North,N3,Other,1
2025-04-04,Central,C1,Property,2
2025-04-04,Central,C1,Service,1
2025-04-04,Central,C2,Property,1
2025-04-04,Central,C3,Property,1
2025-04-04,Central,C3,Safety,1
2025-04-04,Central,C3,Other,1
2025-04-04,East,E1,Property,3
2025-04-04,East,E1,Service,1
2025-04-04,East,E1,Quality,1
2025-04-04,East,E1,Other,1
2025-04-04,East,E2,Property,1
2025-04-04,East,E2,Service,1
2025-04-04,East,E2,Other,1
2025-04-04,East,E3,Property,1
2025-04-04,East,E3,Other,2
2025-04-04,West,W1,Property,1
2025-04-04,West,W1,Service,1
2025-04-04,West,W1,Quality,1
2025-04-04,West,W2,Service,1
2025-04-04,West,W2,Safety,1
2025-04-04,West,W2,Other,1
2025-04-04,West,W3,Property,2
2025-04-04,West,W3,Service,1
2025-04-04,West,W3,Quality,2
2025-04-05,North,N1,Property,1
2025-04-05,North,N2,Property,1
2025-04-05,North,N2,Safety,1
2025-04-05,North,N2,Quality,1
2025-04-05,North,N3,Property,2
2025-04-05,North,N3,Service,1
2025-04-05,North,N3,Safety,1
2025-04-05,North,N3,Other,1
2025-04-05,Central,C1,Service,1
2025-04-05,Central,C1,Other,1
2025-04-05,Central,C2,Property,2
2025-04-05,Central,C2,Service,2
2025-04-05,Central,C2,Safety,1
2025-04-05,Central,C3,Property,1
2025-04-05,Central,C3,Service,1
2025-04-05,Central,C3,Safety,1
2025-04-05,Central,C3,Quality,1
2025-04-05,East,E1,Safety,1
2025-04-05,East,E1,Other,1
2025-04-05,East,E2,Service,1
2025-04-05,East,E2,Safety,1
2025-04-05,East,E3,Safety,2
2025-04-05,West,W1,Quality,1
2025-04-05,West,W2,Service,1
2025-04-05,West,W2,Safety,1
2025-04-05,West,W2,Quality,1
2025-04-05,West,W3,Service,1
2025-04-05,West,W3,Other,1
2025-04-06,North,N1,Property,2
2025-04-06,North,N1,Safety,1
2025-04-06,North,N2,Service,1
2025-04-06,North,N2,Quality,1
2025-04-06,North,N3,Safety,1
2025-04-06,Central,C1,Service,2
2025-04-06,Central,C2,Property,1
2025-04-06,Central,C2,Other,2
2025-04-06,Central,C3,Property,1
2025-04-06,Central,C3,Service,1
2025-04-06,Central,C3,Safety,1
2025-04-06,Central,C3,Other,1
2025-04-06,East,E1,Service,1
2025-04-06,East,E1,Safety,1
2025-04-06,East,E1,Quality,1
2025-04-06,East,E2,Property,2
2025-04-06,East,E2,Safety,1
2025-04-06,East,E2,Other,1
2025-04-06,East,E3,Quality,1
2025-04-06,West,W3,Quality,1
2025-04-06,West,W3,Other,1
2025-04-07,North,N2,Service,1
2025-04-07,North,N2,Safety,1
2025-04-07,North,N2,Other,2
2025-04-07,Central,C1,Property,1
2025-04-07,Central,C1,Safety,1
2025-04-07,Central,C1,Quality,1
2025-04-07,Central,C2,Property,1
2025-04-07,Central,C2,Service,1
2025-04-07,Central,C2,Quality,1
2025-04-07,Central,C2,Other,1
2025-04-07,Central,C3,Property,1
2025-04-07,Central,C3,Service,2
2025-04-07,East,E2,Property,1
2025-04-07,East,E2,Safety,2
2025-04-07,East,E3,Property,3
2025-04-07,East,E3,Quality,2
2025-04-07,West,W1,Service,1
2025-04-07,West,W1,Safety,1
2025-04-07,West,W2,Service,3
2025-04-07,West,W2,Safety,1
2025-04-07,West,W3,Property,1
2025-04-08,North,N1,Service,1
2025-04-08,North,N1,Quality,2
2025-04-08,North,N1,Other,2
2025-04-08,North,N2,Property,2
2025-04-08,North,N2,Service,3
2025-04-08,North,N3,Property,3
2025-04-08,North,N3,Service,1
2025-04-08,North,N3,Safety,1
2025-04-08,Central,C1,Property,1
2025-04-08,Central,C1,Safety,1
2025-04-08,Central,C2,Other,1
2025-04-08,Central,C3,Property,2
2025-04-08,Central,C3,Service,1
2025-04-08,East,E1,Property,1
2025-04-08,East,E1,Service,2
2025-04-08,East,E2,Property,2
2025-04-08,East,E3,Property,1
2025-04-08,East,E3,Service,1
2025-04-08,East,E3,Safety,1
2025-04-08,East,E3,Other,1
2025-04-08,West,W1,Safety,2
2025-04-08,West,W2,Quality,1
2025-04-08,West,W2,Other,1
2025-04-08,West,W3,Property,1
2025-04-09,North,N1,Quality,2
2025-04-09,North,N1,Other,1
2025-04-09,North,N2,Service,1
2025-04-09,North,N3,Property,1
2025-04-09,Central,C1,Property,2
2025-04-09,Central,C1,Service,1
2025-04-09,Central,C2,Property,2
2025-04-09,Central,C2,Safety,1
2025-04-09,Central,C2,Other,3
2025-04-09,Central,C3,Safety,1
2025-04-09,East,E1,Property,2
2025-04-09,East,E1,Safety,1
2025-04-09,East,E2,Property,1
2025-04-09,East,E2,Service,1
2025-04-09,East,E2,Quality,1
2025-04-09,East,E3,Property,1
2025-04-09,East,E3,Safety,1
2025-04-09,West,W1,Property,1
2025-04-09,West,W1,Service,1
2025-04-09,West,W1,Safety,1
2025-04-09,West,W1,Quality,1
2025-04-09,West,W2,Safety,2
2025-04-09,West,W3,Property,2
2025-04-09,West,W3,Service,1
2025-04-09,West,W3,Safety,1
2025-04-09,West,W3,Other,1
2025-04-10,North,N1,Quality,2
2025-04-10,North,N1,Other,1
2025-04-10,North,N2,Property,1
2025-04-10,North,N3,Service,1
2025-04-10,Central,C1,Property,1
2025-04-10,Central,C1,Service,3
2025-04-10,Central,C1,Safety,2
2025-04-10,Central,C1,Quality,2
2025-04-10,Central,C1,Other,1
2025-04-10,Central,C2,Property,2
2025-04-10,Central,C2,Quality,1
2025-04-10,Central,C2,Other,1
2025-04-10,Central,C3,Service,2
2025-04-10,East,E1,Service,1
2025-04-10,East,E2,Property,1
2025-04-10,East,E2,Quality,2
2025-04-10,East,E2,Other,1
2025-04-10,East,E3,Property,1
2025-04-10,East,E3,Service,3
2025-04-10,East,E3,Safety,1
2025-04-10,West,W1,Property,1
2025-04-10,West,W2,Property,2
2025-04-10,West,W2,Service,1
2025-04-11,North,N1,Service,1
2025-04-11,North,N1,Quality,1
2025-04-11,North,N2,Safety,1
2025-04-11,North,N3,Property,1
2025-04-11,North,N3,Quality,1
2025-04-11,North,N3,Other,1
2025-04-11,Central,C1,Property,1
2025-04-11,Central,C1,Safety,1
2025-04-11,Central,C2,Property,1
2025-04-11,Central,C2,Safety,1
2025-04-11,Central,C2,Quality,1
2025-04-11,Central,C2,Other,2
2025-04-11,Central,C3,Property,2
2025-04-11,Central,C3,Service,1
2025-04-11,Central,C3,Safety,1
2025-04-11,Central,C3,Quality,1
2025-04-11,East,E1,Service,1
2025-04-11,East,E1,Safety,1
2025-04-11,East,E2,Property,1
2025-04-11,East,E2,Service,1
2025-04-11,East,E2,Safety,1
2025-04-11,East,E3,Other,1
2025-04-11,West,W1,Property,1
2025-04-11,West,W2,Property,2
2025-04-12,North,N1,Service,2
2025-04-12,North,N1,Quality,1
2025-04-12,North,N2,Safety,3
2025-04-12,North,N2,Other,1
2025-04-12,North,N3,Property,1
2025-04-12,Central,C1,Property,1
2025-04-12,Central,C1,Other,1
2025-04-12,Central,C2,Safety,1
2025-04-12,Central,C3,Property,2
2025-04-12,Central,C3,Other,3
2025-04-12,East,E1,Service,1
2025-04-12,East,E1,Quality,1
2025-04-12,East,E1,Other,2
2025-04-12,East,E2,Property,1
2025-04-12,East,E2,Safety,1
2025-04-12,East,E2,Quality,1
2025-04-12,East,E3,Service,1
2025-04-12,East,E3,Safety,1
2025-04-12,West,W2,Property,2
2025-04-12,West,W2,Safety,1
2025-04-12,West,W2,Quality,1
2025-04-12,West,W3,Property,1
2025-04-12,West,W3,Safety,1
2025-04-12,West,W3,Quality,1
2025-04-13,North,N1,Property,1
2025-04-13,North,N1,Service,3
2025-04-13,North,N1,Safety,2
2025-04-13,North,N2,Property,1
2025-04-13,North,N2,Safety,3
2025-04-13,North,N3,Service,1
2025-04-13,Central,C1,Property,2
2025-04-13,Central,C1,Other,1
2025-04-13,Central,C2,Service,1
2025-04-13,Central,C3,Property,1
2025-04-13,Central,C3,Service,1
2025-04-13,Central,C3,Safety,1
2025-04-13,East,E1,Property,1
2025-04-13,East,E1,Service,2
2025-04-13,East,E1,Safety,1
